name,url,id
Lucho Panic,https://open.spotify.com/artist/2bpa42IKJCGSWKyFsH4HP6,2bpa42IKJCGSWKyFsH4HP6
Luis Gonzalez el Bachatero,https://open.spotify.com/artist/4AM3KtZpwkSuHCL7qm8leh,4AM3KtZpwkSuHCL7qm8leh
Danny-D (Xtreme),https://open.spotify.com/artist/182BtBRzZmzXJ9WPJanjl8,182BtBRzZmzXJ9WPJanjl8
El Gualdia,https://open.spotify.com/artist/3svFD2ahDAUETN6Nm1kNIl,3svFD2ahDAUETN6Nm1kNIl
J-Dream,https://open.spotify.com/artist/43UkDk4JiVnOIVZdMHhO0Z,43UkDk4JiVnOIVZdMHhO0Z
OXU & BREY,https://open.spotify.com/artist/6MIEE7Vbb8DssygDodvqMd,6MIEE7Vbb8DssygDodvqMd
Jashel,https://open.spotify.com/artist/4lQKbWr5TV5pTaU9WdRkKW,4lQKbWr5TV5pTaU9WdRkKW
Ricky Manuel,https://open.spotify.com/artist/4r6gSFAVS4tcNKSzbgqmce,4r6gSFAVS4tcNKSzbgqmce
Danny D,https://open.spotify.com/artist/0O3MgBu4PvcbR0BpxiUhHb,0O3MgBu4PvcbR0BpxiUhHb
J-Style,https://open.spotify.com/artist/45H88rAPqwPRQTAyn2ItI2,45H88rAPqwPRQTAyn2ItI2
Hajime Waki,https://open.spotify.com/artist/3nOVhSI47LSLjCwJ5aDTrK,3nOVhSI47LSLjCwJ5aDTrK
El Chivo Sin Ley,https://open.spotify.com/artist/7djlVvKsS054ML937ld981,7djlVvKsS054ML937ld981
Urbano Prodigy,https://open.spotify.com/artist/29fI2Jf2U5PjWxjimztdMt,29fI2Jf2U5PjWxjimztdMt
Jessy Rose,https://open.spotify.com/artist/3X4fE5VMqUB9ByyNLzTfgv,3X4fE5VMqUB9ByyNLzTfgv
Wladi Paz,https://open.spotify.com/artist/2gEhhxjvyOtFAcrIGJrb2e,2gEhhxjvyOtFAcrIGJrb2e
Willy Castro,https://open.spotify.com/artist/2xJrqBSd0TZYSqzzvL4Mbk,2xJrqBSd0TZYSqzzvL4Mbk
Daniel Morillo,https://open.spotify.com/artist/0i3cv2cRqH363p6zBZvcmK,0i3cv2cRqH363p6zBZvcmK
Steve Styles,https://open.spotify.com/artist/593zKo18gZOTOFt2CzLBxu,593zKo18gZOTOFt2CzLBxu
He Pepo,https://open.spotify.com/artist/5fVK7ngflTR9Cz8sC1pXcW,5fVK7ngflTR9Cz8sC1pXcW
Piero Spombo,https://open.spotify.com/artist/6KcruMVjpG8GR8LIxFfxKu,6KcruMVjpG8GR8LIxFfxKu
David Fiallo,https://open.spotify.com/artist/0Nnn5s6p8Etis68JCiMcBK,0Nnn5s6p8Etis68JCiMcBK
Memin El Sucesor,https://open.spotify.com/artist/1KshYq2zHdP0eNnHQ96Okn,1KshYq2zHdP0eNnHQ96Okn
Alexander La Esencia,https://open.spotify.com/artist/641xZLVCNfAbWAGak3f6S2,641xZLVCNfAbWAGak3f6S2
Bea J,https://open.spotify.com/artist/5lPIqNeqjcmrfSiTS2TNgq,5lPIqNeqjcmrfSiTS2TNgq
Telwin Cruz,https://open.spotify.com/artist/2e4XLsTwamlISwzaxeIowR,2e4XLsTwamlISwzaxeIowR
Pepe Corniel,https://open.spotify.com/artist/6p15rDl8RJ2klm07YI9unQ,6p15rDl8RJ2klm07YI9unQ
Distrito Zero,https://open.spotify.com/artist/55omsI9UNRTcI9iJBQokn5,55omsI9UNRTcI9iJBQokn5
DNA Latin Group,https://open.spotify.com/artist/1b5LcY1kx3uupUaJtI3XLm,1b5LcY1kx3uupUaJtI3XLm
Jose El Galan,https://open.spotify.com/artist/4iuco8hlIcTejsZiu0ZT5d,4iuco8hlIcTejsZiu0ZT5d
Luigi Arias,https://open.spotify.com/artist/0vqQX1bA5106eQYUHybFKA,0vqQX1bA5106eQYUHybFKA
Aridia Ventura,https://open.spotify.com/artist/6a4gY8o7VoHJtQNiJlRHiP,6a4gY8o7VoHJtQNiJlRHiP
Kamilo,https://open.spotify.com/artist/02SKkZF4RBcoXDMw7IfQdA,02SKkZF4RBcoXDMw7IfQdA
Enrique Ogando,https://open.spotify.com/artist/5PNUAtSsQQZambzVq1E4zz,5PNUAtSsQQZambzVq1E4zz
Rey John,https://open.spotify.com/artist/7iXg7b4XwYhAb8yNAqb36S,7iXg7b4XwYhAb8yNAqb36S
Papo La Chercha,https://open.spotify.com/artist/6D9iNTqJ3ysZtfHUWgqXRZ,6D9iNTqJ3ysZtfHUWgqXRZ
Rubén Del Rio,https://open.spotify.com/artist/0bMwbdbcgVF5Q1ZVRvZiv5,0bMwbdbcgVF5Q1ZVRvZiv5
Raphy Mi Corillo,https://open.spotify.com/artist/1mc7K4BgF98dnKL96iDn8R,1mc7K4BgF98dnKL96iDn8R
John Odino,https://open.spotify.com/artist/4GqJW5H4Y82mT6RupLZ4zJ,4GqJW5H4Y82mT6RupLZ4zJ
Ramon Torres,https://open.spotify.com/artist/6rtyiD9r72ac3jvwcu9NPM,6rtyiD9r72ac3jvwcu9NPM
Juan Lan Franco,https://open.spotify.com/artist/1G7F0DFeoqFStaycbV28ji,1G7F0DFeoqFStaycbV28ji
Álvaro Ríos,https://open.spotify.com/artist/3w33wRQKOeeiJGAbfyBpf2,3w33wRQKOeeiJGAbfyBpf2
Edward Diaz,https://open.spotify.com/artist/4zGDoBDmxEp73bdykmogex,4zGDoBDmxEp73bdykmogex
Rafael Encarnación,https://open.spotify.com/artist/4E8IDEgvE8oyb5sqvfeTOp,4E8IDEgvE8oyb5sqvfeTOp
Grupo Emocion,https://open.spotify.com/artist/3Uysh94SIie6I9YStRNae8,3Uysh94SIie6I9YStRNae8
Solo 2,https://open.spotify.com/artist/03Irv6D1dNb8T5kyWvgR7O,03Irv6D1dNb8T5kyWvgR7O
Danny El Papi,https://open.spotify.com/artist/26QmriCK2nxKCVejxYElbB,26QmriCK2nxKCVejxYElbB
Many Many,https://open.spotify.com/artist/7xZQ7A7XlNfzB6jei1zEud,7xZQ7A7XlNfzB6jei1zEud
Elvis Tapia,https://open.spotify.com/artist/0RU8aNtqkbVYa2lTTfq48u,0RU8aNtqkbVYa2lTTfq48u
Jhony Rijo,https://open.spotify.com/artist/7MLGIWE7VVz7AotdLZZlOx,7MLGIWE7VVz7AotdLZZlOx
Vidas,https://open.spotify.com/artist/7qpMOcM6lrXGzRujDRkFB9,7qpMOcM6lrXGzRujDRkFB9
Monchy,https://open.spotify.com/artist/5uK0DEv7wk3fZaR6pcukAS,5uK0DEv7wk3fZaR6pcukAS
Andy Andy Feat. Bachata Plus,https://open.spotify.com/artist/66P5piOD8SnzKwVo3ZdYdX,66P5piOD8SnzKwVo3ZdYdX
Andres Reinell La Verdad,https://open.spotify.com/artist/1b8JCB91iziBksp4II5fIJ,1b8JCB91iziBksp4II5fIJ
Alma Real,https://open.spotify.com/artist/5U56YWQbRbkjVlfagJPw5X,5U56YWQbRbkjVlfagJPw5X
Ivan Costa,https://open.spotify.com/artist/1px18UMZmh8ns98tkz3wue,1px18UMZmh8ns98tkz3wue
Telwin Cruz,https://open.spotify.com/artist/2e4XLsTwamlISwzaxeIowR,2e4XLsTwamlISwzaxeIowR
Danny D Xtreme,https://open.spotify.com/artist/7mKSsRyyCIZeKC15O2gCRX,7mKSsRyyCIZeKC15O2gCRX
Juan Lan Franco,https://open.spotify.com/artist/1G7F0DFeoqFStaycbV28ji,1G7F0DFeoqFStaycbV28ji
Carla Sanz,https://open.spotify.com/artist/4fZuppofJPA55vShzBAOtZ,4fZuppofJPA55vShzBAOtZ
Jhony Rijo,https://open.spotify.com/artist/7MLGIWE7VVz7AotdLZZlOx,7MLGIWE7VVz7AotdLZZlOx
Vidas,https://open.spotify.com/artist/7qpMOcM6lrXGzRujDRkFB9,7qpMOcM6lrXGzRujDRkFB9
Raudy y Mariela,https://open.spotify.com/artist/3QP54sE4jiGprjEa5BGjdc,3QP54sE4jiGprjEa5BGjdc
