song,artist,album,album_type,release_date,url,id
Santa - Bachata Version,Tony Lozano,Santa (Bachata Version),single,2024-06-08,https://open.spotify.com/track/1nRJ68kbOmMdz9vM5DCuPt,1nRJ68kbOmMdz9vM5DCuPt
Latin Lover,MIGUEL EL ARTISTA,Evolution,album,2024-06-09,https://open.spotify.com/track/4zFttPV7sLjjBfYWsXBwKA,4zFttPV7sLjjBfYWsXBwKA
Quiero Olvidarte,MIGUEL EL ARTISTA,Evolution,album,2024-06-09,https://open.spotify.com/track/28dZJZL9zjH8pH8lwUtk5E,28dZJZL9zjH8pH8lwUtk5E
Me Enamoré de Ti,MIGUEL EL ARTISTA,Evolution,album,2024-06-09,https://open.spotify.com/track/4jyFB4Gad2veR6nrqtQiM8,4jyFB4Gad2veR6nrqtQiM8
Todavia Te Amo,MIGUEL EL ARTISTA,Evolution,album,2024-06-09,https://open.spotify.com/track/1jC5MVnJkIr3Kx1iwKjMDB,1jC5MVnJkIr3Kx1iwKjMDB
Jugó Con los Dos,MIGUEL EL ARTISTA,Evolution,album,2024-06-09,https://open.spotify.com/track/4lYFYb2wqxDy1RmFspEDtf,4lYFYb2wqxDy1RmFspEDtf
Estas en un Error,MIGUEL EL ARTISTA,Evolution,album,2024-06-09,https://open.spotify.com/track/10b6JvVc5RzgedpeLXOuEu,10b6JvVc5RzgedpeLXOuEu
Yo No Guardo Luto,MIGUEL EL ARTISTA,Evolution,album,2024-06-09,https://open.spotify.com/track/2IUbNBOSoeRQ87oblnC8NO,2IUbNBOSoeRQ87oblnC8NO
Rubi,MIGUEL EL ARTISTA,Evolution,album,2024-06-09,https://open.spotify.com/track/09T4WwL1r3npqEBPEM7Qf2,09T4WwL1r3npqEBPEM7Qf2
Este Amor,MIGUEL EL ARTISTA,Evolution,album,2024-06-09,https://open.spotify.com/track/7HvPkUjSQuDcuQPFq0Ac5z,7HvPkUjSQuDcuQPFq0Ac5z
El Income Tax,MIGUEL EL ARTISTA,Evolution,album,2024-06-09,https://open.spotify.com/track/0Y6dcOCauK6eK9lnnPoa6U,0Y6dcOCauK6eK9lnnPoa6U
Desde El Cielo,Sair Perez,Desde El Cielo,album,2024-06-10,https://open.spotify.com/track/2nLzHE5OGjekMl2sIkhaa9,2nLzHE5OGjekMl2sIkhaa9
Desde El Cielo 2,Sair Perez,Desde El Cielo,album,2024-06-10,https://open.spotify.com/track/3RPrAoio8E4vMl40iE4eI1,3RPrAoio8E4vMl40iE4eI1
Desde El Cielo 3,Sair Perez,Desde El Cielo,album,2024-06-10,https://open.spotify.com/track/4fd1DrkpkWKCOrUAx72Qxe,4fd1DrkpkWKCOrUAx72Qxe
Desde El Cielo 4,Sair Perez,Desde El Cielo,album,2024-06-10,https://open.spotify.com/track/3QevpLaZcuaIb63oQCdozq,3QevpLaZcuaIb63oQCdozq
Desde El Cielo 5,Sair Perez,Desde El Cielo,album,2024-06-10,https://open.spotify.com/track/0FkL13GPVe3NXvJzt4N4so,0FkL13GPVe3NXvJzt4N4so
Desde El Cielo 6,Sair Perez,Desde El Cielo,album,2024-06-10,https://open.spotify.com/track/0SumNBTQunj75WNFDa2TE6,0SumNBTQunj75WNFDa2TE6
Desde El Cielo 7,Sair Perez,Desde El Cielo,album,2024-06-10,https://open.spotify.com/track/7k3ITCu7v7VuvW7j6B4jqZ,7k3ITCu7v7VuvW7j6B4jqZ
MI NUMERO UNO,Nandy Versátil,AHORA Siii,album,2024-06-10,https://open.spotify.com/track/64EszXhYMNfFLfGx7pou4O,64EszXhYMNfFLfGx7pou4O
Barbie Truchita,Nandy Versátil,AHORA Siii,album,2024-06-10,https://open.spotify.com/track/5e4HcPULlp4CPFIjD59aoC,5e4HcPULlp4CPFIjD59aoC
Threesome,Nandy Versátil,AHORA Siii,album,2024-06-10,https://open.spotify.com/track/3SDtTg6wUsDY43iuSpMAd8,3SDtTg6wUsDY43iuSpMAd8
Chingandote,Nandy Versátil,AHORA Siii,album,2024-06-10,https://open.spotify.com/track/7MVinPuVhqbNjoypzf8TSx,7MVinPuVhqbNjoypzf8TSx
"Rola De Amor, Mamasota Mamasita (ya tebya lyublyu)",Nandy Versátil,AHORA Siii,album,2024-06-10,https://open.spotify.com/track/7v9v5fsyjSdMUnxcpnmskU,7v9v5fsyjSdMUnxcpnmskU
LA MORRITA (Corrido Tumbado),Nandy Versátil,AHORA Siii,album,2024-06-10,https://open.spotify.com/track/71AGsjsysmcML12BoWxud1,71AGsjsysmcML12BoWxud1
I LOVE U FLAKA,Nandy Versátil,AHORA Siii,album,2024-06-10,https://open.spotify.com/track/5hjTvAhAdeZRVY14qhosDo,5hjTvAhAdeZRVY14qhosDo
EL NOVIO,Nandy Versátil,AHORA Siii,album,2024-06-10,https://open.spotify.com/track/45PKoEnVLOVyBSl9quJkHJ,45PKoEnVLOVyBSl9quJkHJ
QUE MALA NOCHE,Nandy Versátil,AHORA Siii,album,2024-06-10,https://open.spotify.com/track/7rCqDKpvHmSgH81OzquCaP,7rCqDKpvHmSgH81OzquCaP
Rueda Durísimo,Nandy Versátil,AHORA Siii,album,2024-06-10,https://open.spotify.com/track/3qeLqob1ib9v866ZR2Yd3d,3qeLqob1ib9v866ZR2Yd3d
Pa'ya Me Voy,Ricky Cash 809,Pa'ya Me Voy,single,2024-06-11,https://open.spotify.com/track/4Io5yMJ0FGxSP8mG1xDvCP,4Io5yMJ0FGxSP8mG1xDvCP
Por Mi Timidez - En Vivo,Andy Santiago El Relevo,Por Mi Timidez (En Vivo),single,2024-06-12,https://open.spotify.com/track/79nSko6h0jwkjVZjIwbY9H,79nSko6h0jwkjVZjIwbY9H
Ella Es Tu Fuiste,Andy Santiago El Relevo,Ella Es Tu Fuiste,single,2024-06-12,https://open.spotify.com/track/4ywYBwoPohrSvL6aQi8O6M,4ywYBwoPohrSvL6aQi8O6M
BACHATERA,Chris Paradise,BACHATERA,single,2024-06-12,https://open.spotify.com/track/6yQDIl4zqMnl9PDb7O3H3N,6yQDIl4zqMnl9PDb7O3H3N
Esposa Mía,Domenic Marte,Esposa Mía,single,2024-06-12,https://open.spotify.com/track/53FvRREgK6akb9HgO3GK4A,53FvRREgK6akb9HgO3GK4A
Y Nos Dieron las Diez,Andy Santiago El Relevo,Y Nos Dieron las Diez,single,2024-06-13,https://open.spotify.com/track/14uAc2fbKavumlKyvKhaO8,14uAc2fbKavumlKyvKhaO8
Tengo Que Colgar,Andy Santiago El Relevo,Tengo Que Colgar,single,2024-06-13,https://open.spotify.com/track/731oevqU0VVPEPOZkHQUnd,731oevqU0VVPEPOZkHQUnd
Te Vas,Andy Santiago El Relevo,Te Vas,single,2024-06-13,https://open.spotify.com/track/4fXbuZkOn9v8ANxSrlkWTu,4fXbuZkOn9v8ANxSrlkWTu
Su Novio Primero - En Vivo,Andy Santiago El Relevo,Su Novio Primero (En Vivo),single,2024-06-13,https://open.spotify.com/track/17oLwBufsE2qbgUxN6duh8,17oLwBufsE2qbgUxN6duh8
Mi Problema Eres Tu,Andy Santiago El Relevo,Mi Problema Eres Tu,single,2024-06-13,https://open.spotify.com/track/0Wqdqerg7Vv1XkmoL6zar5,0Wqdqerg7Vv1XkmoL6zar5
Homenaje a Mexico,Andy Santiago El Relevo,Homenaje a Mexico,single,2024-06-13,https://open.spotify.com/track/3GTptG7URp5ZZ9uIqgHkEi,3GTptG7URp5ZZ9uIqgHkEi
Eres Todo para Mi,Andy Santiago El Relevo,Eres Todo para Mi,single,2024-06-13,https://open.spotify.com/track/1hCLMKFk0e8tRfv1yjnUNU,1hCLMKFk0e8tRfv1yjnUNU
Con la Punta del Palo,Andy Santiago El Relevo,Con la Punta del Palo,single,2024-06-13,https://open.spotify.com/track/3OdULs8DalRpo2cFgOhvNe,3OdULs8DalRpo2cFgOhvNe
A Mi Dios Todo Le Debo,Andy Santiago El Relevo,A Mi Dios Todo Le Debo,single,2024-06-13,https://open.spotify.com/track/1i2LMUjBjiqco2br3EucoL,1i2LMUjBjiqco2br3EucoL
Contigo - Bachata Version,Mr. Don,Contigo (Bachata Version),single,2024-06-13,https://open.spotify.com/track/0sCNm8S6rQVYwY3QZ7QeEP,0sCNm8S6rQVYwY3QZ7QeEP
Mais Que Palavras - Bachata,DJ Ramon,Mais Que Palavras (Bachata),single,2024-06-13,https://open.spotify.com/track/4rSE6jxPkUNirOK2wz9Mt6,4rSE6jxPkUNirOK2wz9Mt6
Heavy,Edwin Jay,Heavy,single,2024-06-13,https://open.spotify.com/track/2kdG5U9MRCzoXPmHGjMjiM,2kdG5U9MRCzoXPmHGjMjiM
Una Sola X,Loukas,Una Sola X,single,2024-06-13,https://open.spotify.com/track/4v8GsTpAwaixkZuHGZvonX,4v8GsTpAwaixkZuHGZvonX
Y Nos Dieron las Diez,Andy Santiago El Relevo,Y Nos Dieron las Diez,single,2024-06-14,https://open.spotify.com/track/6kx0bEoEuBegY5uO9LdXyL,6kx0bEoEuBegY5uO9LdXyL
Porque Me Haces Llorar,Andy Santiago El Relevo,Porque Me Haces Llorar,single,2024-06-14,https://open.spotify.com/track/5Qtf1Opx6p0XbXgObEsMQw,5Qtf1Opx6p0XbXgObEsMQw
Animal,Mario Baro,Animal,single,2024-06-14,https://open.spotify.com/track/0qX9dr46vCo5NA4tNCYyj6,0qX9dr46vCo5NA4tNCYyj6
Tóxica,El Gato GATfilms,Tóxica,single,2024-06-14,https://open.spotify.com/track/637IsuAAYaVeEk6rvLXYDU,637IsuAAYaVeEk6rvLXYDU
Contestador,Mario Baro,Contestador,single,2024-06-14,https://open.spotify.com/track/5dffEfBfhNbruwLzXl3F7t,5dffEfBfhNbruwLzXl3F7t
La Vida Entera - Bachata Version,Ryan Miles,La Vida Entera (Bachata Version),single,2024-06-14,https://open.spotify.com/track/0T5yfAmMlmLCvnKmUOGDPC,0T5yfAmMlmLCvnKmUOGDPC
Una Noche,Johandy,Una Noche,single,2024-06-14,https://open.spotify.com/track/5uBc0YaeGaNmJwh4gShkbE,5uBc0YaeGaNmJwh4gShkbE
Tóxica,Juan Manuel,Tóxica,single,2024-06-14,https://open.spotify.com/track/5KgGuATDIBRLrJkUs6RmBs,5KgGuATDIBRLrJkUs6RmBs
A Puro Dolor - Bachata Urbana,Senor Bachata,A Puro Dolor (Bachata Urbana),single,2024-06-14,https://open.spotify.com/track/1TsvZBfF84Sf86mMdKEFtG,1TsvZBfF84Sf86mMdKEFtG
Serenata,Jean & Alex,Serenata,single,2024-06-14,https://open.spotify.com/track/7nDq3UZt8HfknaZIr7QJS2,7nDq3UZt8HfknaZIr7QJS2
San Juan,Tutto Durán,San Juan,single,2024-06-14,https://open.spotify.com/track/2hOAZiVkbGEr29WT2i4fk4,2hOAZiVkbGEr29WT2i4fk4
No Maltrato a La Mujer,Andy Santiago El Relevo,No Maltrato a La Mujer,single,2024-06-15,https://open.spotify.com/track/2cXp4FQ4Hxg1FALtdMqfGf,2cXp4FQ4Hxg1FALtdMqfGf
Celos,Peter Sway,Celos,single,2024-06-15,https://open.spotify.com/track/4dqKYt6zGtrhjzSk2rzSzX,4dqKYt6zGtrhjzSk2rzSzX
